Secs,IMUok,IMUcal,roll,pitch,yaw,accLong,accTrans,accVert,DVLok,Vbow,Vstar,Vport,Vstern,Rbow,Rstar,Rport,Rstern,Sbow,Sstar,Sport,Sstern
0.050000,0,x,-0.999273,-4.494173,210.952176,0.360000,-0.380000,-0.640000,-0.640000,-0.043534,0.121874,-0.110782,0.136796,1.198615,1.255692,1.284231,1.241423,L,L,L,L,
0.050000,0,x,-0.997899,-4.370082,210.935674,0.130000,-0.060000,-0.280000,-0.280000,-0.060534,0.032962,-0.051703,0.154378,1.212885,1.198615,1.227154,1.212885,L,L,L,L,
0.050000,0,x,-0.962357,-4.367459,210.934295,-0.070000,-0.180000,-0.290000,-0.290000,-0.122732,0.097991,-0.030982,0.055029,1.198615,1.227154,1.269961,1.269961,L,L,L,L,
0.050000,0,x,-0.935750,-4.280032,210.930716,0.160000,-0.230000,-0.420000,-0.420000,-0.147247,0.127325,-0.096862,-0.043642,1.227154,1.212885,1.227154,2.382962,L,L,L,L,
0.050000,0,x,-0.947767,-4.124796,210.987570,-0.100000,-0.170000,-0.150000,-0.150000,0.123042,0.010418,-0.010831,0.192921,3.981116,1.198615,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-0.937889,-4.158728,211.002842,0.130000,-0.140000,-0.190000,-0.190000,-0.177272,0.087901,-0.038087,0.103177,1.198615,1.212885,1.212885,2.397231,L,L,L,L,
0.050000,0,x,-0.896339,-4.453956,211.093944,0.160000,-0.250000,0.120000,0.120000,-0.157695,0.109565,-0.041992,0.196903,1.227154,1.212885,1.255692,1.241423,L,L,L,L,
0.050000,0,x,-0.920356,-4.672386,211.156221,-0.460000,0.190000,0.070000,0.070000,-0.125485,0.082572,-0.101235,0.167683,1.227154,1.241423,1.269961,1.212885,L,L,L,L,
0.050000,0,x,-1.029635,-4.660884,211.233648,0.230000,-0.180000,-0.620000,-0.620000,-0.142855,0.058123,-0.114050,0.134627,1.241423,1.212885,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-1.147364,-4.622389,211.289000,0.320000,0.120000,-0.210000,-0.210000,-0.137696,0.131144,-0.011117,0.088732,1.255692,1.198615,1.255692,1.269961,L,L,L,L,
0.050000,0,x,-1.197358,-4.702111,211.300488,-0.030000,0.020000,-0.320000,-0.320000,-0.171043,0.214407,-0.033262,0.138675,1.227154,2.682616,1.241423,1.212885,L,L,L,L,
0.050000,0,x,-1.216183,-4.685691,211.307824,0.200000,-0.170000,-0.420000,-0.420000,-0.140261,-0.037802,-0.023477,0.149338,1.255692,1.212885,1.255692,1.241423,L,L,L,L,
0.050000,0,x,-1.221711,-4.512286,211.288945,-0.320000,0.230000,0.040000,0.040000,-0.086209,0.096162,-0.033658,0.099938,1.212885,1.212885,1.241423,1.212885,L,L,L,L,
0.050000,0,x,-1.180332,-4.376830,211.270559,-0.190000,0.100000,-0.250000,-0.250000,-0.064409,0.083973,0.000473,0.174404,1.241423,1.212885,1.255692,1.241423,L,L,L,L,
0.050000,0,x,-1.041535,-4.416199,211.185796,-0.750000,0.050000,-0.260000,-0.260000,0.043056,0.107822,-0.053015,0.109910,2.440038,1.212885,1.255692,1.269961,L,L,L,L,
0.050000,0,x,-0.842878,-4.540672,211.099244,-0.240000,0.540000,0.070000,0.070000,-0.053437,0.093458,-0.004022,0.066485,1.212885,1.212885,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-0.716522,-4.641896,211.008320,-0.010000,-0.080000,-0.420000,-0.420000,-0.069224,0.047783,-0.027223,0.080845,1.212885,1.212885,1.284231,1.212885,L,L,L,L,
0.050000,0,x,-0.654886,-4.593620,210.881525,-0.410000,-0.080000,-0.200000,-0.200000,-0.061367,0.011304,0.069161,-0.032562,1.227154,1.241423,2.440038,3.852692,L,L,L,L,
0.050000,0,x,-0.592208,-4.769238,210.693298,-0.590000,-0.160000,-0.310000,-0.310000,-0.024790,0.013050,-0.044126,0.046510,1.212885,1.198615,1.241423,1.227154,L,L,L,L,
0.050000,0,x,-0.486029,-5.113643,210.461331,-0.410000,0.050000,-0.020000,-0.020000,-0.054581,0.006917,-0.038675,0.041676,1.227154,1.227154,1.241423,1.227154,L,L,L,L,
0.050000,0,x,-0.491392,-5.190633,210.195391,-0.270000,0.160000,-0.090000,-0.090000,-0.028464,0.006793,0.002828,0.068761,1.198615,1.198615,2.397231,1.241423,L,L,L,L,
0.050000,0,x,-0.505516,-5.291556,209.923181,-0.220000,0.040000,-0.310000,-0.310000,0.024860,0.017110,0.080769,-0.043813,1.184346,1.212885,1.227154,1.227154,L,L,L,L,
0.050000,0,x,-0.502661,-5.408653,209.619565,-0.250000,0.060000,-0.210000,-0.210000,-0.010389,-0.004421,-0.009263,0.008013,1.212885,1.227154,1.284231,1.227154,L,L,L,L,
0.050000,0,x,-0.500389,-5.554928,209.311100,-0.110000,0.200000,-0.150000,-0.150000,0.002052,0.013596,0.059057,0.107090,1.227154,1.227154,1.284231,2.825308,L,L,L,L,
0.050000,0,x,-0.593811,-5.501762,209.004548,-0.060000,0.250000,-0.030000,-0.030000,0.017487,0.015946,0.025028,-0.066420,1.198615,1.227154,1.284231,1.227154,L,L,L,L,
0.050000,0,x,-0.662015,-5.485069,208.717284,-0.120000,0.270000,-0.110000,-0.110000,0.013942,0.048036,0.169303,-0.012130,1.184346,1.227154,1.298500,1.227154,L,L,L,L,
0.050000,0,x,-0.708650,-5.405456,208.457463,-0.780000,-0.120000,-0.130000,-0.130000,0.071744,0.029889,0.006352,0.044639,1.184346,1.212885,1.284231,1.227154,L,L,L,L,
0.050000,0,x,-0.726956,-5.130309,208.144108,-0.440000,0.140000,-0.280000,-0.280000,0.055728,-0.058800,-0.036429,-0.022334,1.212885,1.198615,1.212885,1.241423,L,L,L,L,
0.050000,0,x,-0.723237,-4.814536,207.871979,0.020000,-0.100000,-0.230000,-0.230000,0.059230,0.008569,0.037990,-0.002578,1.212885,1.212885,1.269961,1.241423,L,L,L,L,
0.050000,0,x,-0.674127,-4.617608,207.605643,-0.570000,0.310000,-0.030000,-0.030000,0.062475,-0.038264,0.017277,-0.026817,1.198615,2.425769,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-0.639228,-4.360082,207.334594,-0.520000,0.140000,-0.130000,-0.130000,0.098084,-0.023691,-0.004016,-0.027597,1.184346,1.241423,1.269961,1.227154,L,L,L,L,
0.050000,0,x,-0.608517,-4.219927,207.129033,-0.270000,-0.010000,0.030000,0.030000,0.070701,-0.052390,0.049339,-0.050157,1.184346,1.212885,1.241423,3.866962,L,L,L,L,
0.050000,0,x,-0.618448,-4.067586,206.862081,-0.590000,0.170000,-0.070000,-0.070000,0.051361,-0.037585,-0.039222,0.065148,1.184346,1.227154,1.227154,5.051308,L,L,L,L,
0.050000,0,x,-0.612308,-4.134140,206.582085,-0.360000,0.260000,-0.090000,-0.090000,0.098642,0.079651,0.023384,-0.205302,1.227154,1.212885,1.255692,1.269961,L,L,L,L,
0.050000,0,x,-0.704471,-4.116108,206.325625,0.020000,0.180000,-0.040000,-0.040000,0.064583,-0.036170,-0.009786,-0.140098,1.198615,1.198615,1.241423,1.269961,L,L,L,L,
0.050000,0,x,-0.829325,-4.076957,206.092183,0.250000,0.130000,-0.030000,-0.030000,0.073681,-0.123992,0.087623,-0.206797,1.212885,1.227154,1.255692,1.227154,L,L,L,L,
0.050000,0,x,-0.923211,-4.131899,205.917617,0.190000,0.140000,0.070000,0.070000,0.098418,-0.051662,0.095673,-0.131389,1.198615,1.241423,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-1.004218,-4.212222,205.742873,-0.510000,0.270000,0.180000,0.180000,0.057582,-0.015547,0.131073,-0.175275,1.170077,1.198615,1.269961,1.269961,L,L,L,L,
0.050000,0,x,-1.036661,-4.259187,205.537257,-0.750000,0.270000,0.030000,0.030000,0.107430,-0.102035,0.020972,-0.201109,1.184346,1.227154,1.269961,1.255692,L,L,L,L,
0.050000,0,x,-1.049716,-4.178509,205.270511,-0.540000,0.100000,-0.030000,-0.030000,0.122938,-0.022613,-0.066269,-0.132077,1.184346,1.212885,1.227154,1.227154,L,L,L,L,
0.050000,0,x,-1.009822,-4.072285,205.030512,0.580000,0.030000,0.040000,0.040000,0.142651,-0.075870,0.108926,-0.145080,1.212885,1.227154,1.227154,1.227154,L,L,L,L,
0.050000,0,x,-0.924243,-4.122829,204.898812,0.470000,-0.190000,-0.110000,-0.110000,0.124740,-0.055742,0.070230,-0.159689,1.184346,1.241423,1.269961,1.241423,L,L,L,L,
0.050000,0,x,-0.881400,-4.140314,204.783532,0.110000,0.070000,-0.280000,-0.280000,0.113897,-0.298218,0.023384,-0.223718,1.184346,3.966846,1.255692,1.227154,L,L,L,L,
0.050000,0,x,-0.885636,-4.010158,204.652133,0.670000,-0.250000,-0.530000,-0.530000,0.103755,-0.065394,0.063205,-0.258156,1.184346,1.198615,1.255692,1.284231,L,L,L,L,
0.050000,0,x,-0.909940,-3.926666,204.465600,0.260000,0.030000,-0.140000,-0.140000,0.070807,0.109020,0.020639,-0.137033,1.227154,1.241423,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-0.916805,-3.931638,204.222937,0.380000,0.130000,-0.200000,-0.200000,0.140216,-0.042596,0.056259,-0.148913,1.212885,1.198615,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-0.960884,-3.823284,204.014835,0.520000,0.010000,-0.230000,-0.230000,0.120550,-0.068172,-0.087009,-0.106958,1.212885,1.212885,2.625539,1.227154,L,L,L,L,
0.050000,0,x,-1.055607,-3.876286,203.833220,0.240000,0.180000,0.050000,0.050000,0.157742,-0.200760,0.173049,-0.210551,1.198615,2.682616,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.143004,-3.891968,203.678476,0.070000,-0.080000,-0.220000,-0.220000,0.176340,-0.054774,0.024036,-0.124867,1.198615,1.212885,1.269961,1.269961,L,L,L,L,
0.050000,0,x,-1.181859,-3.904208,203.501492,0.710000,-0.160000,-0.480000,-0.480000,0.122347,0.253113,0.025331,-0.286445,1.184346,2.811038,6.307000,1.269961,L,L,L,L,
0.050000,0,x,-1.183223,-3.923251,203.338442,0.490000,-0.060000,-0.190000,-0.190000,0.108228,0.207317,0.075382,-0.240977,1.212885,2.425769,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-1.195082,-3.828967,203.122348,0.240000,0.370000,-0.260000,-0.260000,0.103060,-0.045674,-0.015676,-0.021285,1.184346,2.425769,1.269961,1.284231,L,L,L,L,
0.050000,0,x,-1.224682,-3.639142,202.948342,0.410000,0.060000,-0.280000,-0.280000,0.080274,-0.082536,-0.060515,-0.131754,1.170077,1.212885,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.219476,-3.442542,202.774541,0.680000,0.180000,-0.310000,-0.310000,0.130627,-0.041764,-0.021238,-0.119051,1.227154,1.198615,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.219400,-3.598024,202.684246,0.060000,0.090000,0.340000,0.340000,0.123452,-0.078334,-0.000223,-0.137254,1.184346,1.255692,1.269961,1.255692,L,L,L,L,
0.050000,0,x,-1.222982,-3.697363,202.614045,-0.110000,0.430000,0.380000,0.380000,0.126373,-0.049913,-0.004558,-0.172641,1.184346,1.227154,1.241423,1.269961,L,L,L,L,
0.050000,0,x,-1.252712,-3.731541,202.587927,0.330000,0.050000,0.050000,0.050000,0.104149,-0.075578,0.016453,-0.105351,1.184346,1.241423,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-1.256826,-3.710968,202.587831,0.260000,0.180000,-0.130000,-0.130000,0.093308,-0.104374,-0.050179,-0.162986,1.155808,1.241423,1.269961,1.227154,L,L,L,L,
0.050000,0,x,-1.249144,-3.829786,202.532616,-0.020000,0.220000,-0.070000,-0.070000,0.123596,-0.089258,-0.008581,0.078811,1.198615,1.241423,1.241423,1.227154,L,L,L,L,
0.050000,0,x,-1.243379,-3.905793,202.461869,0.290000,-0.020000,-0.110000,-0.110000,0.167797,-0.105432,0.045701,-0.240342,1.212885,1.227154,1.284231,1.284231,L,L,L,L,
0.050000,0,x,-1.236343,-3.923824,202.347900,-0.050000,0.090000,-0.110000,-0.110000,0.123001,-0.126730,0.008729,-0.223560,1.184346,1.212885,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-1.247858,-3.881532,202.247647,0.180000,-0.050000,-0.290000,-0.290000,0.137106,-0.065017,0.010612,-0.202426,1.170077,1.227154,1.269961,1.255692,L,L,L,L,
0.050000,0,x,-1.270140,-3.969341,202.128583,0.450000,0.060000,-0.170000,-0.170000,0.132618,-0.087040,0.111294,-0.126402,1.198615,1.241423,1.255692,1.255692,L,L,L,L,
0.050000,0,x,-1.274631,-4.182279,202.032250,0.440000,-0.130000,-0.090000,-0.090000,0.202999,-0.075626,0.064529,-0.144060,1.170077,1.241423,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.305846,-4.270907,201.871030,-0.180000,0.290000,-0.100000,-0.100000,-0.043982,-0.114292,-0.031080,-0.165848,2.968000,1.255692,1.241423,1.284231,L,L,L,L,
0.050000,0,x,-1.303978,-4.173837,201.641973,0.010000,0.380000,-0.120000,-0.120000,0.169321,-0.066963,-0.059938,-0.146190,1.212885,1.212885,1.241423,1.212885,L,L,L,L,
0.050000,0,x,-1.304595,-4.056275,201.440291,0.900000,-0.140000,-0.820000,-0.820000,0.170568,-0.022261,0.063043,-0.087959,1.198615,1.227154,1.227154,1.312769,L,L,L,L,
0.050000,0,x,-1.262839,-4.038681,201.295874,0.220000,0.160000,-0.230000,-0.230000,0.079789,-0.046684,0.022889,-0.242980,1.184346,1.212885,1.241423,1.312769,L,L,L,L,
0.050000,0,x,-1.291045,-3.841644,201.123111,0.030000,0.260000,-0.110000,-0.110000,0.092248,-0.038488,0.018571,0.023499,1.184346,1.212885,1.269961,2.454308,L,L,L,L,
0.050000,0,x,-1.387544,-3.464781,200.940827,0.640000,-0.060000,-0.320000,-0.320000,0.107298,-0.005828,0.005223,-0.011893,1.155808,4.794461,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.468296,-3.242062,200.782680,0.360000,-0.010000,-0.030000,-0.030000,0.107396,-0.087448,-0.008338,-0.213416,1.170077,1.241423,1.312769,1.269961,L,L,L,L,
0.050000,0,x,-1.502073,-3.201983,200.584086,-0.000000,0.240000,0.110000,0.110000,0.121802,0.060035,-0.016296,-0.203829,1.170077,1.212885,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-1.583805,-3.134637,200.365752,-0.080000,0.300000,0.150000,0.150000,0.127887,0.012305,0.010701,-0.104436,1.170077,1.255692,1.269961,1.269961,L,L,L,L,
0.050000,0,x,-1.622738,-2.987815,200.128813,0.230000,0.160000,-0.120000,-0.120000,0.098518,0.030743,0.038978,0.047479,1.212885,1.227154,1.255692,5.793308,L,L,L,L,
0.050000,0,x,-1.641164,-3.030217,199.938975,-0.000000,0.060000,-0.150000,-0.150000,0.100679,-0.029426,0.027707,-0.232337,1.184346,1.212885,1.241423,1.269961,L,L,L,L,
0.050000,0,x,-1.646213,-3.154472,199.713100,0.190000,0.000000,-0.130000,-0.130000,0.117504,-0.163357,-0.052961,0.064595,1.212885,1.241423,1.269961,5.721961,L,L,L,L,
0.050000,0,x,-1.666678,-3.183486,199.551921,0.420000,-0.040000,-0.120000,-0.120000,0.168036,-0.159791,0.016858,-0.173176,1.170077,1.241423,1.241423,3.809885,L,L,L,L,
0.050000,0,x,-1.714493,-3.180809,199.361086,0.470000,0.060000,-0.380000,-0.380000,0.112522,-0.046309,0.054123,-0.032597,1.184346,1.241423,1.312769,1.269961,L,L,L,L,
0.050000,0,x,-1.786650,-3.288453,199.160005,0.260000,-0.070000,-0.370000,-0.370000,0.098201,-0.085637,0.007336,-0.110746,1.212885,1.212885,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-1.855189,-3.508303,198.940046,0.470000,-0.220000,-0.850000,-0.850000,0.097920,-0.073883,0.005805,0.083979,1.184346,1.241423,1.241423,1.212885,L,L,L,L,
0.050000,0,x,-1.884813,-3.762577,198.668997,0.090000,0.210000,-0.120000,-0.120000,0.114023,-0.092350,0.052861,-0.158983,1.198615,1.227154,1.312769,1.255692,L,L,L,L,
0.050000,0,x,-1.917691,-3.924316,198.362089,-0.310000,0.200000,0.400000,0.400000,0.156968,-0.045082,0.008890,-0.160113,1.212885,1.212885,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-1.956120,-4.009011,198.067940,0.020000,0.120000,0.320000,0.320000,0.097796,-0.069184,0.009823,-0.153348,1.170077,1.255692,1.241423,1.269961,L,L,L,L,
0.050000,0,x,-1.939222,-4.084962,197.785539,0.240000,0.420000,-0.110000,-0.110000,0.144736,-0.061081,-0.015707,-0.206124,1.184346,1.255692,1.241423,1.269961,L,L,L,L,
0.050000,0,x,-1.931971,-4.062505,197.466132,0.340000,0.010000,-0.450000,-0.450000,0.089036,-0.046191,0.020639,-0.209849,1.170077,1.241423,1.269961,1.269961,L,L,L,L,
0.050000,0,x,-1.955581,-3.894728,197.080964,0.880000,0.200000,-0.620000,-0.620000,0.154441,-0.019742,0.006988,-0.151420,1.212885,1.241423,1.241423,1.284231,L,L,L,L,
0.050000,0,x,-1.987964,-3.799515,196.719101,0.540000,0.130000,-0.210000,-0.210000,0.107609,-0.061496,-0.086260,-0.132850,1.198615,1.241423,1.312769,1.284231,L,L,L,L,
0.050000,0,x,-2.061270,-3.759845,196.360529,0.660000,0.150000,-0.220000,-0.220000,0.084977,-0.027220,-0.023537,-0.058163,1.184346,1.212885,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-2.117618,-3.688675,195.992860,0.080000,0.290000,-0.120000,-0.120000,0.070967,0.053300,-0.015311,-0.122571,1.184346,1.198615,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-2.253107,-3.606904,195.614522,0.220000,0.340000,-0.280000,-0.280000,0.154415,-0.095370,-0.015311,-0.135328,1.184346,1.212885,2.411500,1.241423,L,L,-,L,
0.050000,0,x,-2.339454,-3.517510,195.233384,0.080000,0.270000,-0.000000,-0.000000,0.016465,-0.013854,0.019891,-0.180908,1.227154,1.212885,1.255692,1.284231,L,L,L,L,
0.050000,0,x,-2.381142,-3.499260,194.839310,-0.250000,0.250000,-0.150000,-0.150000,0.175457,0.072899,0.036336,0.035586,2.368692,1.198615,1.241423,1.269961,L,L,L,L,
0.050000,0,x,-2.455971,-3.385879,194.436356,0.570000,-0.050000,-0.340000,-0.340000,0.133470,-0.036650,0.019192,-0.225450,1.184346,1.227154,1.241423,1.284231,L,L,L,L,
0.050000,0,x,-2.490654,-3.353176,194.084219,-0.010000,0.310000,-0.010000,-0.010000,0.108811,-0.081165,0.011732,-0.159120,1.198615,1.227154,1.241423,1.269961,L,L,L,L,
0.050000,0,x,-2.506439,-3.341045,193.809249,0.370000,0.110000,-0.060000,-0.060000,0.124725,-0.053046,-0.001900,-0.156547,1.184346,1.241423,1.269961,1.255692,L,L,L,L,
0.050000,0,x,-2.436536,-3.263946,193.600723,0.780000,-0.210000,-0.490000,-0.490000,0.141563,-0.141010,0.101098,-0.178829,1.198615,1.241423,1.198615,1.255692,L,L,L,L,
0.050000,0,x,-2.397405,-3.389594,193.454639,0.310000,0.110000,0.050000,0.050000,0.143264,-0.032816,-0.042209,-0.148680,1.198615,1.198615,1.255692,1.269961,L,L,L,L,
0.050000,0,x,-2.387653,-3.454782,193.280292,-0.370000,0.550000,0.280000,0.280000,0.125327,-0.048531,0.043951,-0.310471,1.198615,1.198615,1.212885,1.255692,L,L,L,L,
0.050000,0,x,-2.416693,-3.413145,193.167443,0.070000,0.060000,-0.060000,-0.060000,0.137704,-0.029962,-0.007919,-0.091676,1.198615,1.241423,1.269961,1.255692,L,L,L,L,
0.050000,0,x,-2.490042,-3.455902,193.135000,-0.390000,0.010000,-0.010000,-0.010000,0.087388,-0.080629,-0.008571,-0.198124,1.184346,1.227154,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-2.591360,-3.438826,193.109851,0.690000,-0.010000,-0.010000,-0.010000,0.091534,-0.029972,-0.062365,-0.186600,1.184346,1.198615,1.212885,1.255692,L,L,L,L,
0.050000,0,x,-2.700864,-3.459426,193.142240,0.870000,0.230000,0.100000,0.100000,0.065457,0.002980,-0.194624,-0.112272,1.184346,1.198615,1.212885,6.064424,L,L,L,L,
0.050000,0,x,-2.794360,-3.644333,193.319661,0.960000,0.080000,-0.210000,-0.210000,-0.147314,-0.074047,-0.028298,-0.159492,3.795615,1.212885,1.227154,1.298500,L,L,L,L,
0.050000,0,x,-2.812039,-3.718646,193.625886,0.490000,0.260000,0.390000,0.390000,0.086049,-0.079958,-0.014141,-0.106096,1.184346,1.227154,1.269961,1.284231,L,L,L,L,
0.050000,0,x,-2.834374,-3.964669,193.999975,0.940000,0.570000,-0.220000,-0.220000,0.072705,-0.011713,-0.003621,-0.038846,1.198615,1.269961,1.212885,1.298500,L,L,L,L,
0.050000,0,x,-2.808871,-4.177853,194.407204,0.430000,0.090000,-0.290000,-0.290000,0.072479,0.022673,0.001130,-0.031611,1.184346,1.227154,1.255692,1.227154,L,L,L,L,
0.050000,0,x,-2.624818,-3.905274,194.843981,0.710000,0.560000,0.120000,0.120000,0.045018,-0.003601,0.025122,-0.072933,1.170077,1.227154,5.807577,1.241423,L,L,L,L,
0.050000,0,x,-2.477377,-3.717170,195.406133,1.090000,0.160000,-0.410000,-0.410000,0.075084,0.027352,-0.005881,-0.060031,1.184346,1.241423,1.269961,1.241423,L,L,L,L,
0.050000,0,x,-2.294984,-3.616848,196.075328,0.440000,-0.100000,-0.150000,-0.150000,-0.015817,0.012477,-0.016200,0.016604,1.170077,1.212885,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-2.118075,-3.480436,196.772909,0.260000,0.210000,-0.000000,-0.000000,-0.042253,-0.014463,0.049738,-0.028963,1.184346,1.198615,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-1.959291,-3.274792,197.513752,0.800000,-0.210000,-0.280000,-0.280000,0.016518,-0.014612,0.040027,0.015806,1.184346,1.212885,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.820000,-3.268673,198.273665,0.590000,0.150000,-0.100000,-0.100000,0.004853,-0.023399,0.065066,0.012897,1.198615,1.227154,1.212885,1.255692,L,L,L,L,
0.050000,0,x,-1.712068,-3.202502,199.035778,0.340000,0.190000,-0.020000,-0.020000,-0.008622,0.052448,-0.012594,0.082249,1.198615,1.212885,1.212885,1.255692,L,L,L,L,
0.050000,0,x,-1.638318,-3.105130,199.804201,0.790000,-0.160000,-0.200000,-0.200000,-0.021842,0.019456,0.004260,0.052606,1.198615,1.212885,1.255692,1.255692,L,L,L,L,
0.050000,0,x,-1.598170,-3.304299,200.553774,0.210000,0.260000,-0.270000,-0.270000,-0.033605,0.017404,-0.006279,0.067987,1.212885,1.255692,1.255692,1.255692,L,L,L,L,
0.050000,0,x,-1.579368,-3.558027,201.347264,0.990000,-0.490000,-0.090000,-0.090000,-0.092064,0.039465,-0.046493,-0.025912,1.241423,1.269961,1.269961,1.241423,L,L,L,L,
0.050000,0,x,-1.538212,-3.830333,202.178553,0.820000,0.000000,-0.140000,-0.140000,-0.068031,0.070525,-0.018745,0.066754,1.227154,1.212885,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-1.511676,-4.035785,203.073936,0.350000,0.000000,-0.190000,-0.190000,-0.097280,0.317040,-0.047323,0.015580,1.184346,3.610116,1.241423,1.227154,L,L,L,L,
0.050000,0,x,-1.466749,-4.015294,203.930032,0.580000,-0.100000,-0.320000,-0.320000,-0.001425,0.055304,0.009884,0.040794,1.212885,1.255692,1.255692,1.255692,L,L,L,L,
0.050000,0,x,-1.384831,-3.806564,204.774188,0.500000,-0.020000,-0.210000,-0.210000,-0.093116,0.006068,-0.000946,0.194595,1.184346,1.198615,1.241423,6.121500,L,L,L,L,
0.050000,0,x,-1.287368,-3.456639,205.631555,0.580000,-0.250000,-0.150000,-0.150000,-0.099609,0.054829,-0.026140,-0.047379,1.184346,1.227154,1.269961,1.212885,L,L,L,L,
0.050000,0,x,-1.212430,-3.206982,206.293810,0.650000,-0.170000,-0.150000,-0.150000,-0.091961,-0.081984,-0.016170,0.144070,2.397231,3.952577,1.212885,1.241423,L,L,L,L,
0.050000,0,x,-1.191385,-2.790887,207.090155,0.590000,-0.180000,-0.130000,-0.130000,-0.050715,0.175328,0.078436,0.127502,1.184346,1.241423,1.227154,1.269961,L,L,L,L,
0.050000,0,x,-1.152635,-2.476043,207.812325,0.500000,-0.110000,-0.160000,-0.160000,-0.075444,0.085150,-0.044579,0.065237,1.198615,1.227154,1.269961,1.284231,L,L,L,L,
0.050000,0,x,-1.110893,-2.389545,208.502898,-0.040000,-0.040000,-0.190000,-0.190000,-0.167354,0.066024,0.353869,0.216648,2.354423,1.241423,3.581577,1.269961,L,L,L,L,
0.050000,0,x,-1.114306,-2.305561,209.107889,0.050000,-0.140000,-0.300000,-0.300000,-0.101859,0.088643,0.088432,0.180587,1.198615,1.241423,2.625539,1.298500,L,L,L,L,
0.050000,0,x,-1.155064,-2.252067,209.649400,0.670000,-0.040000,-0.030000,-0.030000,-0.125480,0.067387,-0.101448,0.155939,1.212885,1.241423,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-1.174035,-2.337636,210.166650,-0.070000,-0.060000,0.290000,0.290000,-0.130534,0.089511,0.004092,0.215495,1.212885,1.227154,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-1.239048,-2.362580,210.618016,-0.500000,0.340000,-0.120000,-0.120000,-0.230316,0.087930,-0.066816,0.288183,1.184346,1.255692,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.344841,-2.165952,211.001367,-0.450000,0.100000,-0.020000,-0.020000,-0.109931,0.080628,-0.013769,0.126703,1.227154,1.255692,1.241423,1.227154,L,L,L,L,
0.050000,0,x,-1.381551,-2.043528,211.312906,-0.090000,-0.050000,-0.270000,-0.270000,-0.039218,0.006492,-0.020701,0.200566,1.198615,1.227154,1.241423,1.269961,L,L,L,L,
0.050000,0,x,-1.293753,-2.161144,211.567330,-0.210000,-0.250000,0.290000,0.290000,-0.106390,0.129804,-0.061230,0.187054,1.184346,1.241423,1.227154,1.284231,L,L,L,L,
0.050000,0,x,-1.169970,-2.303813,211.770173,-0.600000,-0.060000,0.660000,0.660000,-0.086818,0.207717,-0.051085,0.188154,1.184346,1.227154,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-1.112147,-2.239554,211.972115,-0.640000,0.260000,-0.120000,-0.120000,-0.182545,0.134049,0.011167,0.094417,1.184346,1.227154,1.255692,1.255692,L,L,L,L,
0.050000,0,x,-1.095752,-2.157947,212.181460,-0.220000,-0.240000,-0.340000,-0.340000,-0.050274,0.083795,-0.026672,0.154944,1.227154,1.255692,1.212885,1.269961,L,L,L,L,
0.050000,0,x,-1.031019,-2.323210,212.319129,-0.430000,-0.130000,-0.080000,-0.080000,-0.189332,0.116186,-0.058555,0.085421,1.184346,1.255692,1.255692,1.241423,L,L,L,L,
0.050000,0,x,-1.015823,-2.495222,212.417443,-0.130000,-0.300000,0.090000,0.090000,-0.118078,0.047753,-0.055662,0.111604,1.212885,1.241423,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-1.056946,-2.500686,212.469311,0.050000,-0.220000,-0.430000,-0.430000,-0.126600,0.035997,-0.078675,0.009089,1.212885,1.241423,5.094115,1.241423,L,L,L,L,
0.050000,0,x,-1.131735,-2.493419,212.477590,0.140000,-0.530000,-0.860000,-0.860000,-0.091749,0.057338,-0.081166,0.096530,1.212885,1.198615,1.255692,1.241423,L,L,L,L,
