Secs,IMUok,IMUcal,roll,pitch,yaw,accLong,accTrans,accVert,DVLok,Vbow,Vstar,Vport,Vstern,Rbow,Rstar,Rport,Rstern,Sbow,Sstar,Sport,Sstern
0.050000,0,x,-1.133987,-3.189196,210.999632,0.420000,-0.400000,-0.510000,-0.510000,-0.148114,0.093684,-0.045276,-0.080664,1.212885,1.227154,2.397231,1.212885,L,L,L,L,
0.050000,0,x,-1.100739,-3.310255,210.984524,-0.390000,0.030000,0.220000,0.220000,-0.151207,0.079453,0.119278,0.038355,1.198615,1.241423,2.411500,1.212885,L,L,L,L,
0.050000,0,x,-1.095483,-3.250750,210.983800,-0.000000,-0.200000,-0.240000,-0.240000,-0.155391,0.088403,-0.089295,0.035401,1.241423,1.212885,1.241423,1.227154,L,L,L,L,
0.050000,0,x,-1.045535,-3.222282,210.975385,-0.010000,-0.330000,-0.570000,-0.570000,-0.115495,0.066999,-0.088333,0.147553,1.198615,1.212885,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-0.917917,-3.294900,210.921427,-0.230000,-0.030000,-0.130000,-0.130000,-0.121214,0.099872,-0.029181,0.177439,1.241423,1.227154,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-0.814369,-3.280038,210.874148,0.160000,-0.330000,-0.170000,-0.170000,-0.113874,0.081388,-0.042292,0.234079,1.198615,1.255692,1.227154,1.269961,L,L,L,L,
0.050000,0,x,-0.749822,-3.203431,210.820859,0.280000,-0.370000,-0.400000,-0.400000,-0.121787,0.113241,0.029274,0.196319,1.212885,1.241423,1.212885,1.255692,L,L,L,L,
0.050000,0,x,-0.714938,-3.258017,210.747202,0.120000,-0.460000,-0.220000,-0.220000,-0.065314,0.120873,-0.003382,0.232399,1.184346,1.241423,1.255692,1.269961,L,L,L,L,
0.050000,0,x,-0.742592,-3.482184,210.671510,-0.000000,-0.170000,-0.050000,-0.050000,-0.119253,0.052735,-0.189235,0.123959,1.227154,1.255692,2.425769,1.227154,L,L,L,L,
0.050000,0,x,-0.772800,-3.670780,210.602511,-0.180000,-0.070000,-0.030000,-0.030000,-0.166474,0.062060,-0.060615,0.079220,1.227154,1.241423,1.255692,1.227154,L,L,L,L,
0.050000,0,x,-0.871005,-3.740584,210.563853,0.110000,-0.170000,-0.240000,-0.240000,-0.186289,-0.011732,-0.040279,0.015252,1.198615,1.227154,1.284231,2.425769,L,L,L,L,
0.050000,0,x,-0.945352,-3.840578,210.560342,0.150000,-0.120000,-0.140000,-0.140000,-0.109566,0.116466,-0.015035,0.219798,1.227154,1.227154,1.241423,1.227154,L,L,L,L,
0.050000,0,x,-1.005197,-3.994776,210.552050,-0.340000,0.110000,-0.340000,-0.340000,-0.094452,0.112813,-0.124525,0.100323,1.212885,1.212885,1.298500,5.721961,L,L,L,L,
0.050000,0,x,-1.068296,-4.055511,210.554809,0.120000,0.090000,-0.320000,-0.320000,-0.135578,-0.021773,-0.437084,0.109703,1.227154,2.468577,2.425769,1.255692,L,L,L,L,
0.050000,0,x,-1.139461,-3.980761,210.556585,0.290000,-0.210000,-0.170000,-0.170000,-0.131540,0.085860,0.065971,0.090887,1.212885,1.241423,2.411500,1.241423,L,L,L,L,
0.050000,0,x,-1.153198,-3.984449,210.550356,0.200000,-0.140000,-0.390000,-0.390000,-0.141695,-0.066090,-0.063559,0.108423,1.184346,1.298500,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-1.130439,-4.094197,210.550643,0.120000,-0.310000,-0.100000,-0.100000,-0.078737,0.038016,-0.011481,0.137865,1.198615,1.212885,1.284231,1.241423,L,L,L,L,
0.050000,0,x,-1.091673,-4.184902,210.536627,-0.290000,-0.020000,0.160000,0.160000,-0.118489,0.040062,-0.061953,0.113815,1.184346,1.212885,1.255692,1.284231,L,L,L,L,
0.050000,0,x,-1.087665,-4.147527,210.529360,-0.470000,-0.140000,-0.000000,-0.000000,-0.068949,0.008192,-0.031522,0.216619,1.227154,1.212885,1.241423,1.212885,L,L,L,L,
0.050000,0,x,-1.080409,-4.072176,210.490947,0.340000,-0.250000,-0.530000,-0.530000,-0.049079,0.111156,-0.037898,0.170811,1.227154,1.255692,1.255692,1.284231,L,L,L,L,
0.050000,0,x,-1.052627,-4.071329,210.461099,-0.090000,-0.230000,-0.410000,-0.410000,-0.102265,-0.007337,0.001037,0.078822,1.198615,1.227154,1.284231,1.269961,L,L,L,L,
0.050000,0,x,-1.026856,-4.092312,210.409422,-0.060000,-0.120000,-0.330000,-0.330000,-0.164535,0.047262,-0.126938,0.097981,1.241423,1.241423,1.227154,1.227154,L,L,L,L,
0.050000,0,x,-1.029006,-3.954478,210.377580,0.230000,-0.100000,-0.140000,-0.140000,-0.007135,0.044800,-0.085113,0.132600,1.184346,1.241423,4.409193,1.269961,L,L,L,L,
0.050000,0,x,-1.051742,-3.873281,210.355532,0.120000,-0.250000,-0.150000,-0.150000,-0.151496,0.089502,-0.064101,0.107169,1.212885,1.227154,1.255692,1.255692,L,L,L,L,
0.050000,0,x,-1.006859,-3.962019,210.325930,0.400000,-0.290000,-0.130000,-0.130000,-0.078460,0.070482,-0.016990,0.136180,2.397231,1.227154,3.752808,1.241423,L,L,L,L,
0.050000,0,x,-0.971759,-4.119277,210.321135,-0.380000,0.060000,0.050000,0.050000,-0.121410,0.012501,-0.063543,0.168776,1.212885,1.269961,1.269961,1.241423,L,L,L,L,
0.050000,0,x,-1.002401,-4.113103,210.322173,0.090000,-0.070000,-0.380000,-0.380000,-0.081719,0.054585,-0.110680,0.135440,1.212885,1.227154,1.255692,1.227154,L,L,L,L,
0.050000,0,x,-1.040731,-4.159657,210.317228,0.570000,-0.370000,-0.460000,-0.460000,-0.149778,0.090211,-0.085151,0.120039,1.212885,1.241423,1.269961,1.212885,L,L,L,L,
0.050000,0,x,-1.050164,-4.291562,210.267832,0.040000,-0.150000,-0.590000,-0.590000,-0.100415,0.066340,-0.163573,0.106198,1.227154,1.212885,2.796769,1.241423,L,L,L,L,
0.050000,0,x,-1.066287,-4.403249,210.191484,-0.190000,0.370000,-0.090000,-0.090000,-0.126475,-0.007039,-0.061317,0.086242,1.255692,1.255692,1.255692,1.227154,L,L,L,L,
0.050000,0,x,-1.147881,-4.345165,210.171936,0.500000,-0.430000,-0.300000,-0.300000,-0.164702,-0.006451,-0.154541,0.146407,1.227154,1.198615,2.454308,1.198615,L,L,L,L,
0.050000,0,x,-1.153290,-4.433439,210.166281,0.270000,0.130000,-0.300000,-0.300000,-0.132666,0.045005,-0.017083,0.145340,1.212885,1.255692,1.227154,1.269961,L,L,L,L,
0.050000,0,x,-1.115303,-4.648917,210.212931,0.290000,-0.120000,-0.050000,-0.050000,-0.122636,0.061786,-0.030995,0.137139,1.227154,1.255692,1.269961,1.241423,L,L,L,L,
0.050000,0,x,-1.069514,-4.891635,210.267941,-0.160000,-0.020000,0.030000,0.030000,-0.089742,-0.117900,-0.042285,0.182387,1.227154,4.109539,1.269961,1.241423,L,L,L,L,
0.050000,0,x,-1.058504,-4.903274,210.281096,0.280000,-0.160000,-0.520000,-0.520000,-0.125475,0.001340,-0.020414,0.080941,1.212885,1.198615,1.227154,1.212885,L,L,L,L,
0.050000,0,x,-1.039764,-4.884777,210.331080,0.200000,-0.470000,-0.420000,-0.420000,-0.040768,0.131944,-0.122002,0.134395,1.184346,1.255692,1.255692,1.212885,L,L,L,L,
0.050000,0,x,-0.988627,-4.891690,210.291519,0.010000,0.260000,-0.250000,-0.250000,0.002997,0.027078,0.011658,0.154477,1.227154,1.212885,1.241423,1.227154,L,L,L,L,
0.050000,0,x,-0.960069,-4.862566,210.298650,-0.000000,-0.050000,-0.180000,-0.180000,-0.167794,0.028020,0.076420,0.136780,1.212885,1.227154,1.212885,1.255692,L,L,L,L,
0.050000,0,x,-0.975105,-4.677249,210.265196,0.430000,-0.120000,-0.390000,-0.390000,-0.106243,0.080821,-0.046672,0.147439,1.212885,1.212885,1.255692,1.198615,L,L,L,L,
0.050000,0,x,-0.974953,-4.568704,210.277777,0.210000,-0.180000,-0.140000,-0.140000,-0.140221,0.160318,-0.062622,0.017566,1.227154,1.227154,1.255692,1.241423,L,L,L,L,
0.050000,0,x,-0.943767,-4.632580,210.263543,0.190000,0.000000,-0.000000,-0.000000,-0.116367,0.051248,-0.112104,0.096488,1.198615,1.198615,1.298500,3.924039,L,L,L,L,
0.050000,0,x,-0.951636,-4.765249,210.260032,-0.230000,-0.120000,0.130000,0.130000,-0.137778,0.062076,-0.137523,0.340662,1.241423,1.212885,1.212885,3.595846,L,L,L,L,
0.050000,0,x,-0.990026,-4.818033,210.211128,0.050000,-0.020000,-0.270000,-0.270000,-0.159258,0.071302,-0.062896,0.121573,1.227154,1.255692,1.255692,1.227154,L,L,L,L,
0.050000,0,x,-1.085490,-4.763665,210.185774,0.330000,-0.460000,-0.570000,-0.570000,-0.190538,0.063482,-0.057838,0.173212,1.227154,1.227154,1.269961,1.255692,L,L,L,L,
0.050000,0,x,-1.132078,-4.891416,210.153358,-0.190000,-0.020000,-0.240000,-0.240000,-0.163608,0.080549,-0.028248,0.212417,1.212885,1.241423,1.255692,1.212885,L,L,L,L,
0.050000,0,x,-1.155905,-4.969854,210.121352,0.140000,0.100000,-0.360000,-0.360000,-0.144633,0.052332,0.012677,0.164131,1.284231,1.241423,1.298500,1.241423,L,L,L,L,
0.050000,0,x,-1.220925,-4.886280,210.143577,0.160000,-0.160000,-0.290000,-0.290000,-0.134742,0.093878,-0.053186,0.234782,1.241423,1.198615,1.241423,1.212885,L,L,L,L,
0.050000,0,x,-1.243302,-4.776177,210.141515,0.210000,0.020000,-0.070000,-0.070000,-0.063419,0.091531,-0.057235,0.132892,1.198615,1.227154,1.255692,1.241423,L,L,L,L,
0.050000,0,x,-1.189841,-4.835136,210.177332,0.030000,-0.170000,0.050000,0.050000,-0.132002,0.066511,-0.016507,0.125066,1.241423,1.227154,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-1.108110,-5.001738,210.190842,-0.600000,0.260000,0.230000,0.230000,-0.150121,0.081622,-0.013061,0.131073,1.212885,1.212885,1.255692,1.212885,L,L,L,L,
0.050000,0,x,-1.056480,-4.929283,210.159055,-1.290000,0.260000,-0.150000,-0.150000,-0.117143,0.090892,-0.112965,0.158269,1.227154,2.411500,1.298500,1.241423,L,L,L,L,
0.050000,0,x,-1.060208,-4.625039,210.117131,0.130000,-0.010000,-0.370000,-0.370000,-0.059107,0.100721,-0.004218,0.040378,1.212885,1.212885,1.255692,1.241423,L,L,L,L,
0.050000,0,x,-0.986375,-4.553623,210.082871,-0.600000,-0.180000,-0.180000,-0.180000,-0.070575,0.057099,-0.022298,0.057028,1.212885,1.212885,1.255692,1.255692,L,L,L,L,
0.050000,0,x,-0.859118,-4.531547,209.960405,-0.720000,0.430000,0.100000,0.100000,-0.113724,0.000994,-0.012685,0.070267,1.227154,1.212885,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-0.767570,-4.374672,209.845262,-0.280000,0.130000,0.010000,0.010000,-0.061851,0.010700,0.054185,0.073037,1.212885,1.198615,1.255692,1.212885,L,L,L,L,
0.050000,0,x,-0.742308,-4.185066,209.732619,-0.400000,-0.020000,-0.160000,-0.160000,0.001117,0.047108,-0.035454,0.021100,1.198615,1.212885,1.255692,1.227154,L,L,L,L,
0.050000,0,x,-0.667333,-4.220036,209.541647,-0.970000,0.180000,-0.160000,-0.160000,-0.046155,0.015434,-0.026395,0.061102,1.227154,1.212885,1.241423,1.227154,L,L,L,L,
0.050000,0,x,-0.651813,-4.342378,209.283834,-0.480000,0.020000,-0.130000,-0.130000,-0.026432,0.000866,-0.035938,-0.002912,1.198615,1.241423,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-0.709187,-4.433138,209.048930,-0.220000,-0.040000,-0.120000,-0.120000,0.104363,0.020543,-0.042698,0.012741,4.780192,1.198615,1.212885,1.241423,L,L,L,L,
0.050000,0,x,-0.821447,-4.566463,208.803016,-0.240000,0.180000,-0.160000,-0.160000,-0.021174,0.017630,0.142632,-0.106616,1.198615,1.212885,1.227154,3.852692,L,L,L,L,
0.050000,0,x,-0.928273,-4.726126,208.535245,-0.650000,0.350000,-0.080000,-0.080000,-0.003927,0.013624,0.027608,-0.050732,1.227154,1.241423,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-0.998982,-4.896881,208.217082,-0.510000,0.310000,-0.040000,-0.040000,-0.012547,0.008627,0.050320,0.032897,1.198615,1.227154,2.468577,1.269961,L,L,L,L,
0.050000,0,x,-1.092116,-4.834671,207.902948,-0.210000,0.040000,0.100000,0.100000,-0.005993,-0.002364,0.077869,0.374773,1.184346,1.227154,1.284231,3.838423,L,L,L,L,
0.050000,0,x,-1.148797,-4.712465,207.591737,0.140000,0.020000,-0.030000,-0.030000,0.015678,-0.002966,0.026221,0.055782,1.184346,1.212885,1.284231,1.227154,L,L,L,L,
0.050000,0,x,-1.149129,-4.583839,207.272972,-1.100000,0.510000,-0.100000,-0.100000,0.040618,-0.024150,-0.045184,-0.025106,1.212885,1.212885,6.406885,1.241423,L,L,L,L,
0.050000,0,x,-1.163952,-4.213752,206.935465,-0.190000,0.400000,-0.140000,-0.140000,0.080720,-0.016190,0.051792,-0.011786,1.212885,1.212885,1.255692,1.241423,L,L,L,L,
0.050000,0,x,-1.121157,-3.946829,206.669948,-0.200000,-0.190000,-0.000000,-0.000000,0.061281,-0.028592,0.037876,-0.029607,1.198615,1.212885,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-1.029372,-3.797548,206.361688,-0.730000,0.270000,-0.030000,-0.030000,0.099185,-0.084964,0.016492,-0.049259,1.184346,1.255692,1.212885,1.227154,L,L,L,L,
0.050000,0,x,-0.965648,-3.677337,206.070066,-0.570000,0.130000,-0.050000,-0.050000,0.114055,-0.040160,0.181590,0.099736,1.184346,1.255692,1.212885,5.151192,L,L,L,L,
0.050000,0,x,-0.925302,-3.706242,205.760058,-0.340000,0.090000,-0.110000,-0.110000,0.038796,-0.029795,0.087613,-0.043919,1.227154,1.212885,1.241423,2.825308,L,L,L,L,
0.050000,0,x,-0.901835,-3.789488,205.445732,-0.350000,0.090000,-0.150000,-0.150000,0.075756,0.046273,0.028199,-0.055100,1.227154,1.255692,1.255692,1.269961,L,L,L,L,
0.050000,0,x,-0.881211,-4.023764,205.125765,-0.500000,0.120000,-0.030000,-0.030000,0.083338,-0.033773,0.034275,-0.068002,1.198615,1.212885,1.227154,1.269961,L,L,L,L,
0.050000,0,x,-0.939407,-4.096492,204.834622,-0.300000,0.040000,0.100000,0.100000,0.075788,-0.058560,0.024134,-0.137912,1.212885,1.184346,1.284231,1.227154,L,L,L,L,
0.050000,0,x,-1.017937,-4.173645,204.559502,-0.000000,0.170000,-0.010000,-0.010000,0.003109,-0.074146,-0.022832,-0.117222,2.411500,1.184346,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-1.098186,-4.272738,204.313588,-0.230000,0.300000,-0.270000,-0.270000,0.121918,0.002804,0.030367,-0.206533,1.212885,1.227154,1.255692,1.269961,L,L,L,L,
0.050000,0,x,-1.166001,-4.303774,204.030941,-0.470000,0.260000,-0.200000,-0.200000,0.224995,-0.089198,0.055455,-0.163648,1.198615,1.212885,1.269961,1.255692,L,L,L,L,
0.050000,0,x,-1.188517,-4.245964,203.737379,-0.310000,0.070000,-0.180000,-0.180000,0.125156,-0.135174,0.060826,-0.162434,1.184346,3.995384,1.227154,1.227154,L,L,L,L,
0.050000,0,x,-1.250813,-3.960489,203.441359,0.600000,-0.070000,-0.260000,-0.260000,0.096781,-0.155619,0.066286,-0.159069,1.198615,1.198615,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-1.272244,-3.853829,203.232246,0.680000,-0.070000,-0.140000,-0.140000,0.069990,-0.118343,0.037704,-0.131457,1.170077,1.241423,1.212885,1.298500,L,L,L,L,
0.050000,0,x,-1.281338,-3.867352,203.083115,0.410000,-0.210000,-0.140000,-0.140000,0.136157,-0.113599,0.027858,0.017796,1.198615,5.065577,1.255692,2.411500,L,L,L,L,
0.050000,0,x,-1.297888,-3.781429,202.882308,0.120000,0.380000,0.280000,0.280000,0.155469,-0.082578,0.000006,-0.047389,1.184346,1.241423,1.241423,3.909769,L,L,L,L,
0.050000,0,x,-1.296268,-3.748890,202.681514,-0.110000,0.210000,0.050000,0.050000,0.092534,-0.172616,0.003136,-0.195596,1.184346,1.212885,1.255692,1.284231,L,L,L,L,
0.050000,0,x,-1.230375,-3.724219,202.429289,-0.090000,0.470000,-0.000000,-0.000000,0.141108,-0.060983,0.046103,-0.209511,1.184346,1.212885,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-1.198933,-3.729273,202.256772,0.360000,-0.250000,-0.290000,-0.290000,0.173414,-0.029053,0.028181,-0.075666,1.170077,1.212885,1.198615,1.269961,L,L,L,L,
0.050000,0,x,-1.152805,-3.660753,202.104978,0.500000,-0.190000,-0.190000,-0.190000,0.124743,-0.165290,0.184957,-0.258295,1.227154,1.212885,4.166615,1.255692,L,L,L,L,
0.050000,0,x,-1.177283,-3.627722,201.976434,-0.240000,0.470000,-0.020000,-0.020000,0.149292,-0.070726,0.039166,-0.093121,1.198615,1.198615,1.227154,1.269961,L,L,L,L,
0.050000,0,x,-1.239739,-3.515761,201.798794,0.360000,0.060000,-0.490000,-0.490000,0.240273,-0.094427,-0.055396,-0.162321,1.184346,1.198615,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.296250,-3.473469,201.601019,0.340000,0.200000,0.100000,0.100000,0.107480,-0.089321,0.166166,-0.146056,1.198615,1.212885,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-1.325500,-3.568818,201.439663,0.410000,0.080000,-0.060000,-0.060000,0.110237,-0.028270,0.021755,0.006582,1.198615,1.241423,1.227154,1.227154,L,L,L,L,
0.050000,0,x,-1.378768,-3.683456,201.315025,0.330000,0.090000,-0.200000,-0.200000,0.096865,-0.095823,0.130468,-0.167686,1.184346,1.198615,1.255692,1.241423,L,L,L,L,
0.050000,0,x,-1.397405,-3.713509,201.215837,0.200000,0.210000,-0.160000,-0.160000,0.185981,-0.057233,-0.008768,-0.062210,1.184346,1.212885,1.227154,1.227154,L,L,L,L,
0.050000,0,x,-1.404723,-3.727525,201.124245,0.240000,-0.020000,-0.330000,-0.330000,0.109714,-0.040169,0.121739,-0.129191,1.198615,1.212885,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.370546,-3.697936,201.022611,0.630000,0.180000,-0.220000,-0.220000,0.097183,-0.029346,0.010741,-0.053627,1.184346,1.269961,1.241423,1.269961,L,L,L,L,
0.050000,0,x,-1.378210,-3.783587,200.953804,0.520000,-0.070000,-0.230000,-0.230000,0.112719,-0.069939,0.011341,-0.173678,1.227154,1.241423,1.227154,1.269961,L,L,L,L,
0.050000,0,x,-1.432219,-3.813394,200.870831,0.070000,0.080000,-0.190000,-0.190000,0.135004,-0.164308,0.029684,-0.156998,1.170077,1.198615,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-1.462161,-3.788150,200.743803,0.050000,-0.030000,-0.270000,-0.270000,0.126608,-0.010994,-0.007225,-0.121128,1.198615,1.227154,1.227154,1.284231,L,L,L,L,
0.050000,0,x,-1.467001,-3.743808,200.614453,0.710000,0.080000,-0.290000,-0.290000,0.137911,-0.034162,-0.353605,-0.207113,1.227154,1.227154,2.411500,1.269961,L,L,L,L,
0.050000,0,x,-1.445075,-3.880303,200.523434,0.540000,0.220000,0.080000,0.080000,0.099952,-0.066848,-0.032826,-0.212956,1.184346,1.227154,1.241423,1.241423,L,L,L,L,
0.050000,0,x,-1.408961,-3.972291,200.467003,0.150000,0.250000,0.230000,0.230000,0.111173,-0.094914,0.012890,-0.136584,1.198615,1.212885,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-1.411568,-4.049773,200.397922,0.170000,0.390000,-0.100000,-0.100000,0.114387,-0.067350,0.046791,-0.152029,2.354423,1.212885,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.409410,-4.082749,200.284323,0.300000,0.330000,-0.090000,-0.090000,0.156304,-0.075658,0.117378,-0.149904,1.198615,1.212885,1.241423,1.212885,L,L,L,L,
0.050000,0,x,-1.374927,-4.138620,200.171064,0.280000,0.200000,-0.000000,-0.000000,0.116133,-0.091468,0.031644,-0.166563,1.184346,1.241423,1.241423,1.269961,L,L,L,L,
0.050000,0,x,-1.366515,-4.255253,200.023751,-0.120000,0.320000,-0.040000,-0.040000,0.177122,-0.057931,0.140393,-0.090070,1.184346,1.241423,3.638654,1.255692,L,L,L,L,
0.050000,0,x,-1.393762,-4.129167,199.872394,0.190000,0.080000,-0.210000,-0.210000,0.104015,-0.107098,-0.017749,-0.038198,1.212885,1.255692,1.227154,1.284231,L,L,L,L,
0.050000,0,x,-1.463528,-3.954697,199.758753,0.540000,-0.030000,-0.240000,-0.240000,0.172463,-0.092724,0.030104,-0.087814,1.170077,1.212885,1.227154,1.298500,L,L,L,L,
0.050000,0,x,-1.464068,-3.761430,199.676859,0.220000,0.100000,-0.010000,-0.010000,0.130249,0.031637,0.012421,-0.135019,1.170077,1.212885,1.269961,1.227154,L,L,L,L,
0.050000,0,x,-1.494884,-3.807520,199.572644,0.280000,0.310000,0.030000,0.030000,0.110010,-0.054367,-0.277890,-0.218195,1.170077,1.227154,5.365231,5.293885,L,L,L,L,
0.050000,0,x,-1.552785,-3.779817,199.460274,0.380000,0.070000,-0.220000,-0.220000,0.102889,0.016582,0.018488,-0.101171,1.170077,1.227154,6.606654,1.255692,L,L,L,L,
0.050000,0,x,-1.595502,-3.677938,199.324490,0.320000,0.150000,-0.520000,-0.520000,0.151224,-0.024119,0.004163,-0.010732,1.212885,1.255692,1.269961,1.241423,L,L,L,L,
0.050000,0,x,-1.610427,-3.662911,199.147574,-0.040000,0.300000,0.100000,0.100000,0.110056,-0.112679,0.015325,-0.112353,1.198615,1.241423,1.241423,1.255692,L,L,L,L,
0.050000,0,x,-1.621132,-3.632531,198.955345,-0.140000,0.240000,0.330000,0.330000,0.133288,-0.122537,0.032584,-0.112353,1.212885,1.255692,1.227154,1.212885,L,L,L,-,
0.050000,0,x,-1.642289,-3.582479,198.756259,0.270000,0.050000,-0.160000,-0.160000,0.134828,-0.053033,0.025387,-0.238101,1.184346,1.212885,1.227154,1.269961,L,L,L,L,
0.050000,0,x,-1.672642,-3.434455,198.542215,0.350000,0.210000,-0.170000,-0.170000,0.155774,-0.061988,0.028763,-0.219542,1.184346,1.269961,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.715578,-3.331401,198.356761,1.070000,-0.040000,-0.490000,-0.490000,0.097819,-0.073565,-0.021445,-0.145427,1.198615,1.241423,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-1.763363,-3.364787,198.224064,0.660000,-0.040000,-0.280000,-0.280000,0.108662,-0.104214,-0.021445,-0.156202,1.184346,1.212885,2.411500,1.284231,L,L,-,L,
0.050000,0,x,-1.816349,-3.596740,198.054307,0.230000,0.180000,-0.450000,-0.450000,0.118103,0.042740,-0.008808,-0.014928,1.198615,1.241423,1.241423,1.227154,L,L,L,L,
0.050000,0,x,-1.915682,-3.678703,197.845959,0.190000,-0.140000,-0.580000,-0.580000,0.127631,-0.159957,0.027104,-0.147084,1.198615,1.227154,1.241423,1.227154,L,L,L,L,
0.050000,0,x,-1.971539,-3.780828,197.581344,0.490000,0.290000,-0.360000,-0.360000,0.192502,-0.068767,0.015698,0.077030,1.184346,1.241423,1.227154,1.212885,L,L,L,L,
0.050000,0,x,-1.931717,-3.910437,197.314024,0.250000,0.420000,0.080000,0.080000,0.093508,-0.114269,0.025279,-0.085014,1.212885,1.227154,1.227154,2.411500,L,L,L,L,
0.050000,0,x,-1.924484,-4.022971,197.011801,0.120000,0.380000,0.250000,0.250000,0.168666,0.064118,0.019348,-0.166473,1.170077,1.198615,1.269961,1.269961,L,L,L,L,
0.050000,0,x,-1.939071,-4.026796,196.764917,0.110000,-0.020000,-0.020000,-0.020000,0.174403,-0.376472,-0.012723,-0.057016,1.184346,4.880077,1.227154,1.227154,L,L,L,L,
0.050000,0,x,-1.949416,-3.929316,196.444868,-0.090000,-0.040000,-0.340000,-0.340000,0.197784,-0.040318,-0.018307,-0.124421,1.184346,1.227154,1.269961,2.440038,L,L,L,L,
0.050000,0,x,-1.980531,-3.890575,196.084958,0.160000,-0.220000,-0.430000,-0.430000,0.172495,0.002616,0.051133,-0.003106,1.198615,1.212885,2.497115,2.440038,L,L,L,L,
0.050000,0,x,-2.025198,-3.903115,195.733327,-0.290000,-0.280000,0.110000,0.110000,0.146394,-0.063176,0.014398,-0.189484,1.198615,1.241423,1.269961,1.269961,L,L,L,L,
0.050000,0,x,-2.093354,-3.904044,195.361478,-0.190000,0.350000,0.310000,0.310000,0.123593,-0.127488,0.032384,-0.114431,1.198615,1.255692,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-2.170023,-3.735858,194.971925,0.020000,0.120000,0.030000,0.030000,0.123793,-0.080328,0.064088,-0.127808,1.184346,1.227154,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-2.270178,-3.611002,194.513455,0.220000,0.010000,-0.190000,-0.190000,0.129359,-0.048399,0.019759,-0.263598,1.212885,1.227154,1.227154,1.269961,L,L,L,L,
0.050000,0,x,-2.318996,-3.549940,194.062348,0.170000,0.190000,-0.110000,-0.110000,0.194683,-0.041335,0.348713,-0.026688,1.170077,1.255692,4.908615,1.269961,L,L,L,L,
0.050000,0,x,-2.340128,-3.421833,193.608974,-0.250000,0.250000,0.010000,0.010000,0.138879,-0.094019,0.004721,-0.204465,1.198615,1.198615,1.227154,1.241423,L,L,L,L,
0.050000,0,x,-2.431928,-3.211190,193.197578,0.210000,0.000000,-0.280000,-0.280000,0.087517,-0.043009,-0.009646,-0.137801,1.198615,1.227154,1.227154,1.269961,L,L,L,L,
0.050000,0,x,-2.445277,-3.099694,192.892624,0.430000,-0.140000,-0.400000,-0.400000,0.090858,-0.103069,0.105736,-0.143208,1.212885,1.227154,1.255692,1.269961,L,L,L,L,
0.050000,0,x,-2.352301,-3.097972,192.671367,0.400000,-0.140000,-0.330000,-0.330000,0.236420,-0.090752,0.052019,-0.138628,1.170077,1.241423,1.255692,1.255692,L,L,L,L,
0.050000,0,x,-2.286758,-3.157258,192.502292,0.170000,0.310000,0.040000,0.040000,0.155719,-0.015879,0.029496,-0.116415,1.198615,1.255692,1.255692,1.241423,L,L,L,L,
0.050000,0,x,-2.285358,-3.133216,192.381985,0.540000,0.110000,-0.500000,-0.500000,0.119654,-0.034354,-0.003671,-0.279985,1.184346,1.255692,1.255692,1.227154,L,L,L,L,
0.050000,0,x,-2.274313,-3.186710,192.312413,-0.090000,0.080000,-0.350000,-0.350000,0.148753,0.011432,-0.018823,-0.157182,1.212885,1.212885,1.212885,1.269961,L,L,L,L,
0.050000,0,x,-2.304275,-3.308889,192.280926,0.130000,0.000000,-0.100000,-0.100000,0.126314,-0.073169,-0.027963,-0.180616,1.198615,1.241423,1.227154,1.255692,L,L,L,L,
0.050000,0,x,-2.383833,-3.295802,192.255108,0.350000,0.150000,-0.190000,-0.190000,0.139515,0.029083,-0.053706,-0.167283,1.184346,1.212885,1.255692,1.255692,L,L,L,L,
0.050000,0,x,-2.434258,-3.147041,192.281240,0.360000,0.170000,-0.120000,-0.120000,0.101020,-0.043442,0.003473,-0.208775,1.184346,1.241423,1.227154,1.269961,L,L,L,L,
0.050000,0,x,-2.502413,-3.143052,192.388897,1.190000,-0.120000,-0.280000,-0.280000,0.059394,0.006787,-0.017644,-0.251681,1.184346,1.198615,1.241423,1.298500,L,L,L,L,
